playername,teamname,position,KDA,solokill,KP,dpm,earned gpm,golddiffat15,xpdiffat15,csdiffat15,steal,FB,DPG,vspm,games_played
FIESTA,Nongshim RedForce,mid,1.8333333333333333,0.23684210526315788,63.71951219512195,511.4112105263158,238.45545526315792,-205.73684210526315,-165.02631578947367,-2.473684210526316,,18.42105263157895,139.13259397876746,1.326978947368421,38.0
Peter,Nongshim RedForce,sup,3.3295454545454546,,79.6195652173913,134.64637142857143,89.35526666666667,-284.3333333333333,-99.54761904761905,2.2142857142857144,,16.666666666666668,60.23501795372779,2.658371428571429,42.0
Sylvie,Nongshim RedForce,jng,2.1311475409836067,,70.65217391304348,266.4487785714286,172.08428333333333,-251.61904761904762,-162.97619047619048,-3.0952380952380953,0.047619047619047616,21.428571428571427,88.35056619855507,1.615102380952381,42.0
vital,Nongshim RedForce,bot,2.6129032258064515,,66.03260869565217,547.9204285714286,273.31754523809525,-501.14285714285717,-300.07142857142856,-13.238095238095237,,19.047619047619047,138.68626926580023,1.202357142857143,42.0
Faker,T1,mid,4.287356321839081,0.2558139534883721,60.453808752025935,631.9094558139535,271.99879069767445,274.74418604651163,9.534883720930232,0.7209302325581395,,23.25581395348837,160.11406368716158,1.1773511627906976,43.0
Gumayusi,T1,bot,5.050632911392405,,64.6677471636953,605.2161093023255,333.96678372093027,601.4651162790698,292.6511627906977,13.465116279069768,,16.27906976744186,131.98954350033486,1.3378790697674419,43.0
Keria,T1,sup,6.909090909090909,,73.90599675850892,277.90617906976746,147.07061860465117,399.5581395348837,126.48837209302326,0.6744186046511628,,25.58139534883721,99.60931936675668,3.1711511627906974,43.0
Oner,T1,jng,4.786516853932584,,69.04376012965965,332.3374976744186,229.10387441860465,224.41860465116278,30.372093023255815,-0.5116279069767442,0.11627906976744186,51.16279069767442,90.60519206123791,1.9130186046511628,43.0
Zeus,T1,top,3.8125,0.4418604651162791,49.43273905996759,552.7247093023256,296.9153558139535,622.3255813953489,272.74418604651163,12.325581395348838,,18.6046511627907,128.7556213199937,1.2326511627906975,43.0
Average,,top,2.5588842975206614,0.2798165137614679,53.37211807800043,456.4662685779816,259.08918623853214,0.0,0.0,0.0,0.0,16.28440366972477,117.61675278028893,1.1108215596330275,436.0
Average,,jng,3.1259765625,0.0,68.97220426632191,299.92076972477065,194.52947706422017,0.0,0.0,0.0,0.0963302752293578,34.403669724770644,92.76954762097935,1.8829896788990828,436.0
Average,,mid,3.249169435215947,0.24770642201834864,63.219133807369104,554.6691275229358,263.19417064220187,0.0,0.0,0.0,0.0,16.513761467889907,142.18295349192567,1.1811954128440367,436.0
Average,,bot,3.7487864077669903,0.0,66.55893126481362,571.1119298165138,300.4424068807339,0.0,0.0,0.0,0.0,22.706422018348626,134.968491705934,1.3489655963302751,436.0
Average,,sup,3.6616862326574173,0.0,73.92803275156216,201.0158855504587,109.84035481651375,0.0,0.0,0.0,0.0,27.06422018348624,83.895860835953,3.14638876146789,436.0
