playername,teamname,position,KDA,solokill,KP,dpm,earned gpm,golddiffat15,xpdiffat15,csdiffat15,steal,FB,DPG,vspm,games_played
113,Astralis,jng,2.6666666666666665,,76.19047619047619,302.15645555555557,200.07542222222224,-154.77777777777777,-466.55555555555554,-5.444444444444445,0.1111111111111111,33.333333333333336,90.70619244856742,1.1489777777777777,9.0
Finn,Astralis,top,2.5,0.5555555555555556,65.47619047619048,527.9653888888889,239.06864444444443,316.55555555555554,563.7777777777778,4.111111111111111,,33.333333333333336,143.84710714175978,0.9921555555555555,9.0
JeongHoon,Astralis,sup,2.0,,73.80952380952381,162.66321111111108,97.36197777777778,54.44444444444444,-159.66666666666666,-1.5555555555555556,,22.22222222222222,69.81624244035356,3.199511111111111,9.0
Kobbe,Astralis,bot,2.0,,57.142857142857146,395.8769,264.1454444444445,-246.77777777777777,-239.0,-8.0,,0.0,100.95547797809765,0.8710222222222223,9.0
LIDER,Astralis,mid,2.0357142857142856,0.3333333333333333,67.85714285714286,500.1124555555555,257.33074444444446,371.3333333333333,238.0,2.7777777777777777,,11.11111111111111,128.46058469109013,0.8430888888888889,9.0
Abbedagge,Excel Esports,mid,4.090909090909091,0.14285714285714285,69.94818652849742,579.8221571428571,268.11737857142856,-692.5,-351.85714285714283,-9.785714285714286,,21.428571428571427,147.21550684427714,1.2515214285714287,14.0
LIMIT,Excel Esports,sup,3.925,,81.34715025906736,132.1886,107.0317,-156.28571428571428,-45.785714285714285,3.9285714285714284,,7.142857142857143,56.36822881648526,3.3159,14.0
Odoamne,Excel Esports,top,4.791666666666667,0.14285714285714285,59.58549222797927,498.07554285714286,260.74636428571426,-236.28571428571428,-35.285714285714285,1.0714285714285714,,0.0,127.55553591257893,0.9852071428571428,14.0
Patrik,Excel Esports,bot,5.846153846153846,,78.75647668393782,699.1654571428571,326.1545571428572,-110.35714285714286,-74.57142857142857,-1.5714285714285714,,0.0,154.6216985347727,1.1936357142857141,14.0
Peach,Excel Esports,jng,4.787878787878788,,81.86528497409327,368.5070285714286,220.27463571428572,109.21428571428571,319.5,10.785714285714286,0.07142857142857142,14.285714285714286,105.46600785881279,1.6509214285714287,14.0
Humanoid,Fnatic,mid,4.2631578947368425,0.2,68.64406779661017,712.0265933333334,304.48278666666664,171.86666666666667,111.13333333333334,4.2,,13.333333333333334,164.68621350382273,0.9254333333333334,15.0
Noah,Fnatic,bot,11.714285714285714,,69.49152542372882,627.9185666666667,339.82646,213.6,46.666666666666664,0.3333333333333333,,20.0,134.37938821416466,1.3269733333333333,15.0
Oscarinin,Fnatic,top,4.655172413793103,0.26666666666666666,57.20338983050848,427.14804666666663,254.10570666666666,305.2,489.73333333333335,10.2,,40.0,112.20454667598216,1.0510866666666667,15.0
Razork,Fnatic,jng,4.341463414634147,,75.42372881355932,430.70722666666666,238.05149333333333,529.9333333333333,229.8,6.333333333333333,0.26666666666666666,60.0,116.8658795922857,1.6242666666666667,15.0
Trymbi,Fnatic,sup,5.157894736842105,,83.05084745762711,145.5748133333333,112.54504,13.333333333333334,-10.333333333333334,0.3333333333333333,,20.0,59.99487026033429,2.7748933333333334,15.0
BrokenBlade,G2 Esports,top,5.217391304347826,0.46153846153846156,54.054054054054056,455.48067692307694,261.59636153846157,-392.3076923076923,-441.61538461538464,-12.923076923076923,,7.6923076923076925,115.98501720996153,1.1359846153846154,13.0
Caps,G2 Esports,mid,4.566666666666666,0.23076923076923078,61.711711711711715,600.9055307692307,311.5534923076923,595.7692307692307,394.15384615384613,9.923076923076923,,15.384615384615385,135.0410655077881,0.9732384615384615,13.0
Hans Sama,G2 Esports,bot,8.263157894736842,,70.72072072072072,754.4424615384615,359.6359923076923,724.0,569.6923076923077,13.076923076923077,,38.46153846153846,155.89512837161078,1.3003846153846155,13.0
Mikyx,G2 Esports,sup,6.032258064516129,,84.23423423423424,161.9581076923077,125.86542307692308,262.38461538461536,57.69230769230769,2.6923076923076925,,38.46153846153846,63.92461947330273,3.1037384615384616,13.0
Yike,G2 Esports,jng,7.565217391304348,,78.37837837837837,395.32141538461536,251.3605076923077,470.3076923076923,250.46153846153845,6.769230769230769,0.0,15.384615384615385,104.40507353757172,1.2597923076923079,13.0
Advienne,KOI,sup,2.515151515151515,,67.47967479674797,114.05746153846154,84.37463076923078,-204.6153846153846,-75.76923076923077,-2.4615384615384617,,7.6923076923076925,53.21291889371944,3.0042230769230773,13.0
Comp,KOI,bot,2.515151515151515,,67.47967479674797,578.4080461538462,294.3056307692308,-263.15384615384613,-116.07692307692308,-6.615384615384615,,7.6923076923076925,139.41524248916457,1.128830769230769,13.0
Larssen,KOI,mid,3.869565217391304,0.15384615384615385,72.35772357723577,591.1341,272.12643846153844,393.7692307692308,440.0769230769231,3.8461538461538463,,15.384615384615385,149.06624707125465,0.795276923076923,13.0
Malrang,KOI,jng,2.1666666666666665,,63.41463414634146,283.8864076923077,171.6330076923077,-259.38461538461536,-498.38461538461536,-14.153846153846153,0.15384615384615385,38.46153846153846,93.75183112056868,1.4996999999999998,13.0
Szygenda,KOI,top,1.775,0.46153846153846156,57.72357723577236,511.3756846153846,256.2757384615385,695.0,296.38461538461536,15.461538461538462,,30.76923076923077,133.550496444506,1.3151538461538463,13.0
Carzzy,MAD Lions,bot,2.775,,68.94409937888199,822.0376384615386,316.36435384615385,94.0,53.61538461538461,6.615384615384615,,23.076923076923077,185.42094135047026,1.1406307692307691,13.0
Chasy,MAD Lions,top,2.0434782608695654,0.38461538461538464,58.38509316770186,468.8270923076923,220.52982307692307,-217.15384615384616,-427.46153846153845,-4.230769230769231,,0.0,130.72453156721136,1.067,13.0
Elyoya,MAD Lions,jng,2.58974358974359,,62.732919254658384,277.2891153846154,196.6644769230769,-291.9230769230769,145.15384615384616,5.769230769230769,0.0,15.384615384615385,85.20617785911121,1.6644615384615382,13.0
Hylissang,MAD Lions,sup,2.0,,70.80745341614907,130.39960769230768,96.36471538461538,171.46153846153845,325.46153846153845,-1.0,,23.076923076923077,55.40768644887709,2.9711461538461537,13.0
Nisqy,MAD Lions,mid,2.717948717948718,0.15384615384615385,65.83850931677019,604.0524461538462,259.80023846153847,89.76923076923077,49.92307692307692,3.1538461538461537,,7.6923076923076925,156.00052552373216,1.0611153846153845,13.0
Doss,SK Gaming,sup,4.125,,80.88235294117646,98.50681875,96.2294,-16.75,-24.5,-3.125,,25.0,44.25263549442467,3.03099375,16.0
