playername,teamname,position,KDA,solokill,KP,dpm,earned gpm,golddiffat15,xpdiffat15,csdiffat15,steal,FB,DPG,vspm,games_played
Markoon,SK Gaming,jng,4.090909090909091,,66.50246305418719,316.58183333333335,188.88250000000002,-480.6,-123.66666666666667,-8.133333333333333,0.2,20.0,102.78509716486356,1.62206,15.0
Sertuss,SK Gaming,mid,5.2,0.06666666666666667,64.03940886699507,564.9177733333332,259.80911333333336,-241.0,34.13333333333333,-1.5333333333333334,,0.0,146.80942919263057,1.23668,15.0
Adam,Team BDS,top,2.951219512195122,0.6,54.5045045045045,444.80662,270.8003,254.4,296.6,9.066666666666666,,33.333333333333336,112.11282982861756,0.9130466666666667,15.0
Crownie,Team BDS,bot,5.0,,67.56756756756756,612.1964733333333,296.03809333333334,-160.4,3.1333333333333333,-1.8666666666666667,,33.333333333333336,145.056134586093,1.2971666666666666,15.0
Labrov,Team BDS,sup,2.9423076923076925,,68.91891891891892,274.57326666666665,102.98313333333334,-89.26666666666667,-178.4,-5.6,,40.0,115.57665593231042,2.6732,15.0
nuc,Team BDS,mid,4.242424242424242,0.13333333333333333,63.06306306306306,593.3374066666667,260.54244666666665,-194.93333333333334,9.666666666666666,-0.13333333333333333,,26.666666666666668,151.20701820405475,0.9999133333333333,15.0
Sheo,Team BDS,jng,3.2045454545454546,,63.513513513513516,349.45418,184.34769999999997,-457.26666666666665,-165.8,-1.8666666666666667,0.2,60.0,113.14444743273424,1.8221933333333333,15.0
Evi,Team Heretics,top,1.962962962962963,0.5714285714285714,54.92227979274612,506.87151428571434,226.83365714285713,-144.0,-149.42857142857142,-3.5714285714285716,,14.285714285714286,141.41093154167424,0.8705714285714287,14.0
Jackspektra,Team Heretics,bot,2.825,,58.54922279792746,585.1733214285714,314.5611857142857,-204.57142857142858,-219.64285714285714,-6.642857142857143,,28.571428571428573,135.84574848422517,1.1856142857142857,14.0
Jankos,Team Heretics,jng,2.9130434782608696,,69.43005181347151,382.0529,221.06392142857143,-136.92857142857142,-30.714285714285715,3.0714285714285716,0.0,14.285714285714286,111.57078533132123,1.7690857142857142,14.0
Mersa,Team Heretics,sup,3.891891891891892,,74.61139896373057,205.69737142857142,115.83882857142858,-3.357142857142857,7.642857142857143,1.2142857142857142,,35.714285714285715,84.16389226514471,2.850057142857143,14.0
Ruby,Team Heretics,mid,2.851063829787234,0.14285714285714285,69.43005181347151,656.2745142857142,275.4869357142857,-72.42857142857143,-171.0,-0.5714285714285714,,7.142857142857143,162.90237075363672,1.1315714285714285,14.0
Bo,Team Vitality,jng,2.1791044776119404,,66.0633484162896,398.3017375,232.9605,370.3125,200.125,6.0,0.125,37.5,107.70838683169842,1.87474375,16.0
Kaiser,Team Vitality,sup,3.3260869565217392,,69.23076923076923,209.30836875,104.50895625,-230.6875,-222.625,-1.75,,25.0,94.34728762887411,2.682875,16.0
Neon,Team Vitality,bot,3.7567567567567566,,62.89592760180995,577.239225,288.0593,-199.75,-142.4375,-6.125,,18.75,142.6452974391148,1.0339875,16.0
Perkz,Team Vitality,mid,3.0,0.125,67.87330316742081,670.0436625,287.84325,148.625,169.375,7.75,,12.5,168.50591755143105,1.19811875,16.0
Photon,Team Vitality,top,3.3658536585365852,0.375,62.44343891402715,573.67225625,277.37360625,196.5,-7.5625,2.0,,12.5,147.1545333756839,1.09309375,16.0
