playername,teamname,position,KDA,solokill,KP,dpm,earned gpm,golddiffat15,xpdiffat15,csdiffat15,steal,FB,DPG,vspm,games_played
Cuzz,KT Rolster,jng,6.861538461538461,,74.7068676716918,317.1073575,229.614215,100.2,192.75,5.525,0.1,47.5,87.7602978722388,1.8364924999999999,40.0
Feisty,KT Rolster,mid,9.5,0.0,82.6086956521739,781.2506,363.2793,880.0,1059.0,15.0,,0.0,158.3596214511041,1.1394,1.0
HamBak,KT Rolster,jng,17.0,,73.91304347826087,336.3502,238.9995,228.0,361.0,5.0,0.0,0.0,91.13704819277109,2.0009,1.0
Hype,KT Rolster,bot,7.333333333333333,,95.65217391304348,711.4961,379.8425,-137.0,-275.0,-16.0,,0.0,139.53564421190322,1.6674,1.0
Kiin,KT Rolster,top,6.375,0.125,59.79899497487437,493.77923499999997,286.2349325,92.625,205.325,3.375,,12.5,118.80814090758842,1.0291325,40.0
Lehends,KT Rolster,sup,5.246913580246914,,71.1892797319933,132.65815,118.508855,92.675,141.25,-1.5,,35.0,52.237545541970995,3.0313075,40.0
PerfecT,KT Rolster,top,13.0,0.0,56.52173913043478,468.9393,267.8184,651.0,744.0,24.0,,0.0,117.85988684780331,1.195,1.0
Way,KT Rolster,sup,4.0,,69.56521739130434,138.6197,145.3173,326.0,832.0,3.0,,0.0,50.338076496114645,3.8073,1.0
Andil,Kwangdong Freecs,sup,1.3472222222222223,,67.36111111111111,127.38579999999999,83.90543,-19.9,286.6,2.5,,30.0,57.554393259008826,2.828785,20.0
BuLLDoG,Kwangdong Freecs,mid,2.0377358490566038,0.10526315789473684,64.28571428571429,597.5401815789473,266.11303947368424,-87.10526315789474,-108.63157894736842,-4.2631578947368425,,13.157894736842104,153.5877509424997,1.1943815789473684,38.0
DuDu,Kwangdong Freecs,top,2.347826086956522,0.34210526315789475,64.28571428571429,523.4488921052631,256.33505526315787,164.42105263157896,134.31578947368422,7.947368421052632,,13.157894736842104,136.502277930913,0.9674131578947368,38.0
Jun,Kwangdong Freecs,sup,2.7884615384615383,,75.52083333333333,194.22513888888886,99.48154444444444,58.27777777777778,-65.22222222222223,-0.5,,22.22222222222222,83.32622696977177,2.9369111111111112,18.0
Taeyoon,Kwangdong Freecs,bot,1.708955223880597,,68.1547619047619,541.5807,285.78055789473683,-98.97368421052632,-124.73684210526316,-0.47368421052631576,,23.68421052631579,133.87281208474462,1.4231052631578949,38.0
YoungJae,Kwangdong Freecs,jng,2.6,,73.51190476190476,273.9521868421053,189.26675789473686,-134.8421052631579,-182.05263157894737,-0.10526315789473684,0.13157894736842105,28.94736842105263,85.86008930469913,1.8005605263157896,38.0
Burdol,Liiv SANDBOX,top,2.2,0.2608695652173913,56.2992125984252,430.7858086956522,229.3444086956522,-520.0,-322.04347826086956,-8.130434782608695,,13.043478260869565,121.30588736574543,1.0210521739130436,23.0
Clear,Liiv SANDBOX,top,2.4285714285714284,0.125,56.666666666666664,446.534125,245.76635,-104.9375,88.6875,-5.75,,18.75,118.33299138824445,0.982225,16.0
Clozer,Liiv SANDBOX,mid,2.854368932038835,0.10256410256410256,67.74193548387096,586.623976923077,289.1979564102564,129.23076923076923,163.0,6.051282051282051,,25.641025641025642,141.46833827147904,1.1269743589743588,39.0
Kael,Liiv SANDBOX,sup,2.472,,71.19815668202764,126.38754615384616,95.78188974358974,-134.46153846153845,-229.7948717948718,-1.4615384615384615,,20.512820512820515,56.29286760341782,3.3463641025641024,39.0
Teddy,Liiv SANDBOX,bot,2.888888888888889,,71.88940092165899,588.008458974359,301.4562128205128,-131.71794871794873,80.12820512820512,2.717948717948718,,20.512820512820515,137.97385345552394,1.6068179487179488,39.0
Willer,Liiv SANDBOX,jng,2.97196261682243,,73.27188940092167,259.4742435897436,199.10309743589744,-354.0769230769231,-172.25641025641025,-2.6153846153846154,0.05128205128205128,28.205128205128204,80.60629493143237,1.893205128205128,39.0
DnDn,Nongshim RedForce,top,1.6,0.13953488372093023,48.78048780487805,450.9901441860465,231.69562093023256,-474.06976744186045,-366.25581395348837,-6.906976744186046,,6.976744186046512,124.562199475033,1.1397418604651162,43.0
FIESTA,Nongshim RedForce,mid,2.6931818181818183,0.16129032258064516,69.70588235294117,581.6088967741935,255.03482903225807,-13.483870967741936,38.74193548387097,-3.032258064516129,,25.806451612903224,153.08318517825396,1.2046677419354839,31.0
Jiwoo,Nongshim RedForce,bot,2.4285714285714284,,73.51351351351352,581.03675,310.5663861111111,-293.8611111111111,-130.19444444444446,-5.972222222222222,,38.888888888888886,134.01958483989804,1.2747472222222223,36.0
Peter,Nongshim RedForce,sup,2.9716981132075473,,76.82926829268293,123.24054186046513,96.23823953488373,-128.8372093023256,-124.06976744186046,-1.7674418604651163,,37.2093023255814,54.18458911814921,3.1729744186046513,43.0
Quad,Nongshim RedForce,mid,1.5714285714285714,0.3333333333333333,62.857142857142854,385.48094999999995,216.78634166666666,-427.1666666666667,-463.5,-13.083333333333334,,16.666666666666668,110.00691557435037,1.1925666666666668,12.0
Sylvie,Nongshim RedForce,jng,2.373913043478261,,66.58536585365853,264.4416860465116,199.16899069767445,-141.4418604651163,-132.88372093023256,-3.511627906976744,0.06976744186046512,25.58139534883721,81.3371436892497,1.8832720930232558,43.0
vital,Nongshim RedForce,bot,2.1538461538461537,,70.0,445.3362857142857,307.46777142857144,45.714285714285715,-4.142857142857143,-4.571428571428571,,0.0,103.2165391036621,1.4813142857142856,7.0
Effort,OKSavingsBank BRION,sup,2.635514018691589,,74.21052631578948,111.4939511111111,95.07371777777777,-21.466666666666665,-73.2,0.0,,35.55555555555556,49.76482284942885,3.2961155555555552,45.0
Hena,OKSavingsBank BRION,bot,3.3375,,70.26315789473684,519.7930444444444,294.09008,-167.35555555555555,-140.24444444444444,-6.933333333333334,,26.666666666666668,124.80215377918927,1.5048822222222222,45.0
Ivory,OKSavingsBank BRION,mid,1.4482758620689655,0.1,56.75675675675676,468.37629,236.44149000000002,-644.9,-405.6,-15.4,,10.0,131.33017547999933,1.14564,10.0
Karis,OKSavingsBank BRION,mid,3.492063492063492,0.08571428571428572,71.89542483660131,498.34975428571425,267.39912857142855,-154.6,-52.885714285714286,-2.7714285714285714,,22.857142857142858,126.9195529489875,1.1318771428571428,35.0
Morgan,OKSavingsBank BRION,top,2.118811881188119,0.1111111111111111,56.31578947368421,460.6650711111111,258.6808111111111,209.2,-60.08888888888889,3.3555555555555556,,26.666666666666668,118.89913814661017,1.148871111111111,45.0
UmTi,OKSavingsBank BRION,jng,2.8640776699029127,,77.63157894736842,264.3034088888889,185.58814666666666,-33.955555555555556,-50.422222222222224,-1.1555555555555554,0.022222222222222223,53.333333333333336,82.89592760180996,1.7233066666666668,45.0
Faker,T1,mid,3.8,0.2608695652173913,61.29032258064516,591.7393,288.3644,54.95652173913044,18.956521739130434,2.6956521739130435,,13.043478260869565,144.55164249778042,1.1213391304347826,23.0
Gumayusi,T1,bot,4.72972972972973,,73.83966244725738,617.4738707317073,343.3143756097561,143.6829268292683,-27.121951219512194,7.097560975609756,,17.073170731707318,131.31144105152148,1.457709756097561,41.0
Keria,T1,sup,3.731958762886598,,76.37130801687763,154.82179024390246,112.19423902439023,141.9268292682927,139.609756097561,1.9024390243902438,,19.51219512195122,63.37873663040497,3.1900780487804883,41.0
